building_id,puma20,income_category,assigned_pv,assigned_battery,assigned_ev,assigned_hp
415633,G06002300,High,True,True,True,0
223062,G06002300,High,False,False,False,0
527794,G06003300,High,False,False,False,0
186770,G06002300,High,False,False,False,0
26894,G06002300,High,False,False,False,0
353405,G06002300,Low,False,False,False,0
446571,G06003300,High,False,False,False,0
128921,G06002300,Low,False,False,False,0
156122,G06003300,Medium,False,False,True,0
204358,G06003300,High,False,False,False,0
499927,G06003300,Low,False,False,False,0
215881,G06002300,Low,False,False,False,0
361959,G06002300,Medium,False,False,False,0
215798,G06002300,Low,True,True,True,1
542260,G06003300,Medium,False,False,False,0
425406,G06002300,Low,False,False,False,0
171453,G06002300,High,False,False,False,1
281294,G06002300,Medium,False,False,False,0
114608,G06002300,High,False,False,False,0
504869,G06002300,Medium,False,False,False,0
313267,G06009704,High,False,False,False,0
410854,G06002300,Low,True,True,False,0
410930,G06002300,Low,True,True,False,0
144893,G06003300,High,False,False,False,0
116525,G06002300,Medium,False,False,False,0
193140,G06003300,High,False,False,False,0
311147,G06002300,Low,False,False,False,0
48040,G06002300,High,False,False,False,0
405612,G06003300,Medium,False,False,False,0
501743,G06003300,High,True,True,False,0
81037,G06002300,High,False,False,True,0
159608,G06002300,Medium,False,False,False,0
48012,G06002300,High,False,False,False,0
264887,G06002300,High,False,False,False,0
38368,G06009704,High,False,False,False,0
302112,G06002300,High,False,False,False,0
311716,G06003300,High,False,False,False,0
144776,G06009704,Low,True,True,False,0
172325,G06003300,Medium,False,False,False,0
424717,G06002300,Medium,False,False,False,0
216028,G06003300,Low,True,True,False,0
330775,G06002300,Low,True,True,False,0
500076,G06003300,Medium,True,True,False,0
378248,G06002300,Medium,False,False,False,0
44372,G06003300,Medium,True,True,False,1
170980,G06009704,High,False,False,False,0
329148,G06003300,Low,True,True,False,0
82000,G06002300,Medium,False,False,False,0
524268,G06002300,Medium,False,False,False,0
535819,G06002300,High,False,False,False,0
345478,G06003300,High,False,False,False,0
29606,G06002300,High,False,False,False,0
345501,G06002300,Medium,False,False,False,0
130048,G06003300,Low,False,False,False,0
512236,G06002300,Medium,False,False,False,0
272539,G06002300,Medium,False,False,False,0
367247,G06002300,High,False,False,False,0
73711,G06002300,High,False,False,False,0
26405,G06003300,High,True,True,False,0
88189,G06009704,Medium,False,False,False,0
483605,G06002300,Medium,False,False,False,0
345585,G06002300,Medium,False,False,False,0
417900,G06002300,Medium,False,False,False,0
278674,G06003300,High,False,False,False,0
517954,G06002300,Low,False,False,False,0
185709,G06002300,Low,False,False,False,0
518152,G06002300,High,False,False,False,0
384935,G06002300,Low,False,False,False,0
435046,G06009704,High,False,False,False,0
531430,G06003300,Low,False,False,False,0
440454,G06002300,Medium,False,False,False,0
350480,G06002300,Medium,False,False,False,0
179627,G06002300,Low,True,True,False,0
390958,G06003300,Medium,False,False,False,0
491043,G06002300,High,False,False,False,0
224023,G06002300,Medium,False,False,True,0
357203,G06003300,High,False,False,False,0
403597,G06003300,High,True,True,False,0
381192,G06009704,Medium,False,False,False,0
250851,G06002300,Low,True,True,False,0
266827,G06002300,Medium,False,False,False,0
474243,G06009704,High,False,False,False,0
2332,G06002300,Medium,False,False,False,0
546486,G06002300,Medium,True,True,True,0
258712,G06002300,Medium,False,False,False,0
546524,G06002300,High,False,False,False,0
135387,G06003300,Medium,False,False,False,0
57809,G06002300,Medium,False,False,False,0
48080,G06002300,Medium,False,False,True,0
67477,G06002300,High,True,True,False,0
282578,G06003300,High,False,False,False,0
189891,G06003300,High,False,False,False,1
285170,G06002300,Low,False,False,False,0
537741,G06002300,High,False,False,False,0
113919,G06002300,High,False,False,False,0
175528,G06002300,Medium,True,True,False,0
175460,G06002300,Low,False,False,False,0
188464,G06002300,High,False,False,False,0
4155,G06002300,High,False,False,False,0
358331,G06003300,High,True,True,False,1
262313,G06002300,Medium,False,False,False,0
342646,G06009704,Medium,False,False,False,0
244219,G06002300,Low,False,False,True,0
373688,G06002300,High,False,False,False,0
501002,G06002300,Medium,False,False,False,0
71006,G06002300,High,True,True,False,0
342723,G06009704,High,False,False,False,0
333845,G06002300,Low,False,False,False,0
177371,G06002300,High,False,False,False,0
468865,G06002300,Low,True,True,False,0
138946,G06002300,Medium,False,False,False,0
244689,G06002300,Medium,True,True,False,0
246896,G06003300,Low,False,False,False,0
408723,G06002300,Medium,False,False,False,0
420855,G06002300,Medium,False,False,False,0
261618,G06003300,Low,False,False,False,0
286372,G06002300,High,False,False,False,0
306241,G06003300,Low,False,False,False,0
33308,G06002300,Low,False,False,False,0
138421,G06002300,Medium,False,False,False,0
495444,G06002300,Low,False,False,False,0
543912,G06003300,Medium,False,False,False,0
285341,G06002300,Medium,False,False,False,0
333394,G06003300,Medium,False,False,False,0
127859,G06002300,High,False,False,True,0
544043,G06002300,Medium,False,False,False,0
437987,G06002300,Low,False,False,False,0
306666,G06002300,Low,False,False,False,0
245393,G06009704,Medium,True,True,False,0
189532,G06002300,Medium,True,True,True,0
333579,G06002300,Medium,False,False,False,0
218003,G06002300,Medium,True,True,False,0
468923,G06002300,Medium,False,False,False,0
113612,G06009704,High,True,True,True,0
40219,G06002300,Low,False,False,False,0
450221,G06002300,High,False,False,False,0
156972,G06003300,Medium,False,False,False,0
504466,G06002300,High,False,False,False,0
3639,G06002300,Medium,False,False,False,0
48330,G06002300,Medium,False,False,False,0
310034,G06002300,High,False,False,False,0
78498,G06002300,High,False,False,True,0
493353,G06002300,Medium,False,False,False,0
248832,G06002300,Medium,False,False,False,0
372118,G06009704,High,False,False,False,0
341647,G06002300,Low,True,True,True,0
191744,G06002300,High,False,False,False,0
391358,G06009704,High,False,False,False,0
523343,G06002300,Low,True,True,False,0
482197,G06002300,Medium,False,False,False,0
35539,G06003300,High,False,False,False,0
289756,G06002300,Medium,False,False,False,0
150254,G06002300,High,False,False,False,0
394115,G06002300,Low,False,False,True,0
351225,G06002300,High,False,False,True,0
78357,G06009704,Medium,True,True,False,0
78506,G06002300,Medium,False,False,False,0
378724,G06002300,Low,False,False,False,0
242370,G06003300,Low,False,False,False,0
143337,G06003300,Low,False,False,False,0
391943,G06002300,Medium,False,False,False,0
263025,G06002300,Medium,False,False,False,0
438791,G06002300,Medium,False,False,False,1
509295,G06002300,High,False,False,False,0
288040,G06003300,Medium,False,False,False,0
508630,G06002300,Medium,False,False,False,0
464075,G06003300,High,False,False,False,0
174218,G06002300,Medium,False,False,False,0
284038,G06009704,Medium,False,False,False,0
27328,G06002300,Medium,False,False,False,0
393167,G06002300,High,False,False,False,0
80240,G06003300,Medium,True,True,False,1
419672,G06002300,Low,True,True,False,0
137543,G06002300,Medium,False,False,False,0
206159,G06003300,Medium,False,False,False,0
123073,G06002300,High,False,False,True,0
309556,G06002300,Low,False,False,False,0
288802,G06002300,Medium,False,False,False,0
393559,G06002300,High,False,False,False,0
60815,G06003300,Medium,True,True,False,0
344149,G06002300,High,False,False,False,0
105953,G06002300,Low,False,False,False,0
215039,G06002300,Medium,False,False,True,0
397333,G06002300,High,False,False,False,0
131179,G06002300,High,False,False,False,0
498515,G06002300,Low,False,False,False,0
478623,G06002300,Low,False,False,False,0
270718,G06002300,High,False,False,False,0
227880,G06002300,High,False,False,False,0
95186,G06009704,Medium,False,False,False,0
429504,G06002300,Low,True,True,False,1
515107,G06003300,Medium,False,False,False,0
432043,G06002300,Low,False,False,False,0
898,G06002300,Medium,False,False,False,0
444021,G06002300,Low,False,False,False,0
182282,G06002300,High,False,False,False,0
294660,G06002300,Medium,False,False,False,0
108085,G06009704,Low,False,False,False,0
270973,G06002300,High,False,False,False,0
322082,G06002300,Low,False,False,False,0
399853,G06002300,High,False,False,False,0
376785,G06002300,Low,False,False,False,0
320941,G06002300,Low,False,False,False,0
457588,G06003300,Low,False,False,False,0
337396,G06002300,Low,False,False,False,0
148067,G06009704,Low,True,True,False,0
319624,G06002300,Low,True,True,False,0
83864,G06002300,Medium,False,False,False,0
133966,G06003300,Low,True,True,False,0
167061,G06002300,Low,False,False,False,0
162232,G06002300,Medium,False,False,False,0
184383,G06002300,Medium,False,False,False,1
294346,G06002300,Low,False,False,False,0
213513,G06002300,Low,False,False,True,0
484604,G06002300,Medium,False,False,False,0
213425,G06002300,Low,False,False,False,0
457353,G06003300,Medium,False,False,False,0
327034,G06003300,Medium,False,False,False,0
368786,G06002300,High,False,False,True,0
29322,G06002300,Low,False,False,False,0
56033,G06002300,High,False,False,False,0
457460,G06002300,Low,False,False,False,0
84121,G06002300,Low,False,False,False,0
484609,G06009704,High,False,False,False,0
108135,G06002300,High,False,False,False,0
274572,G06002300,Low,True,True,True,0
231102,G06002300,Medium,False,False,True,0
108545,G06002300,High,False,False,False,0
515330,G06002300,Medium,False,False,False,1
255116,G06009704,Medium,False,False,False,0
459758,G06009704,Medium,False,False,False,0
255144,G06009704,Medium,True,True,False,0
540543,G06002300,Low,False,False,False,0
540541,G06003300,Low,False,False,False,0
12034,G06002300,Medium,False,False,False,0
338340,G06009704,Low,False,False,False,0
